Route,Point,Date,Time,Cloud.Cover,Temperature,Wind.Speed,Disturbance,Precipitation,replicate
99,12,4/11/2020,6:38,0,-2.2,2,2,None,2
183,1,4/11/2020,7:59,0,1.7,2,2,None,2
183,2,4/11/2020,7:48,0,1.1,1,4,None,2
183,3,4/11/2020,7:37,0,1.1,1,3,None,2
183,4,4/11/2020,7:26,0,0.6,1,3,None,2
183,5,4/11/2020,7:15,0,0.0,1,3,None,2
183,6,4/11/2020,7:04,0,-0.6,2,3,None,2
183,7,4/11/2020,6:52,0,-1.1,0,1,None,2
183,8,4/11/2020,6:37,0,-1.1,1,1,None,2
252,1,4/11/2020,8:37,0,2.8,0,1,None,2
252,2,4/11/2020,8:24,0,2.2,0,3,None,2
252,3,4/11/2020,8:13,0,1.7,1,3,None,2
252,4,4/11/2020,8:02,0,1.7,0,3,None,2
252,5,4/11/2020,7:48,0,1.1,0,1,None,2
252,6,4/11/2020,7:28,0,1.7,0,1,None,2
252,7,4/11/2020,7:16,5,1.7,1,1,None,2
252,8,4/11/2020,7:03,5,2.2,0,1,None,2
252,9,4/11/2020,6:51,0,2.2,0,1,None,2
252,10,4/11/2020,6:40,0,2.2,0,2,None,2
42,1,4/13/2020,9:03,95,12.2,4,1,Lt. Rain,2
42,2,4/13/2020,8:32,100,14.4,3,1,Lt. Rain,2
42,3,4/13/2020,8:13,100,14.4,3,1,None,2
42,4,4/13/2020,8:01,100,14.4,3,2,None,2
42,5,4/13/2020,7:50,100,15.6,4,1,None,2
42,6,4/13/2020,7:39,95,16.1,4,2,None,2
42,7,4/13/2020,7:28,95,16.1,4,1,None,2
42,8,4/13/2020,7:16,100,16.1,4,2,None,2
42,9,4/13/2020,7:00,85,16.1,4,1,None,2
42,10,4/13/2020,6:48,75,16.1,4,1,None,2
42,11,4/13/2020,6:36,15,16.1,4,2,None,2
49,1,4/13/2020,10:06,80,13.3,4,1,None,2
49,2,4/13/2020,9:54,85,13.3,4,1,Lt. Rain,2
49,3,4/13/2020,9:41,100,12.8,4,1,Lt. Rain,2
49,4,4/13/2020,9:29,100,12.8,4,1,Lt. Rain,2
49,5,4/13/2020,9:17,100,12.8,4,1,Lt. Rain,2
49,6,4/13/2020,8:58,100,12.8,4,1,None,2
49,7,4/13/2020,8:38,100,12.8,4,1,Lt. Rain,2
49,8,4/13/2020,8:18,85,12.2,4,2,None,2
49,9,4/13/2020,8:00,85,12.2,3,1,None,2
254,1,4/13/2020,8:24,90,13.9,4,1,None,2
254,2,4/13/2020,8:11,80,15.0,4,1,None,2
254,3,4/13/2020,7:59,90,14.4,3,1,None,2
254,4,4/13/2020,7:48,95,15.0,4,2,None,2
254,5,4/13/2020,7:37,100,15.0,4,1,None,2
254,6,4/13/2020,7:26,95,15.6,4,2,None,2
254,7,4/13/2020,7:15,100,15.6,4,1,None,2
254,8,4/13/2020,7:03,10,15.6,4,1,None,2
254,9,4/13/2020,6:50,0,15.6,4,1,None,1
254,10,4/13/2020,6:37,0,15.6,4,1,None,1
130,1,4/14/2020,8:58,0,10.6,0,4,None,2
130,2,4/14/2020,8:44,0,10.0,0,1,None,2
130,3,4/14/2020,8:32,0,8.9,0,3,None,2
130,4,4/14/2020,8:20,0,8.9,0,2,None,2
130,5,4/14/2020,7:59,0,8.3,1,1,None,2
130,6,4/14/2020,7:46,10,8.3,0,2,None,2
130,7,4/14/2020,7:33,15,8.9,0,2,None,2
130,8,4/14/2020,7:21,10,8.9,0,3,None,2
130,9,4/14/2020,7:09,0,8.3,0,2,None,1
130,10,4/14/2020,6:57,0,8.9,0,2,None,2
130,11,4/14/2020,6:45,0,8.3,1,1,None,1
130,12,4/14/2020,6:33,0,8.3,0,2,None,1
184,1,4/14/2020,8:27,0,8.3,0,1,None,2
184,2,4/14/2020,8:13,0,7.8,2,2,None,2
184,3,4/14/2020,8:00,0,7.2,1,1,None,2
184,4,4/14/2020,7:48,0,7.8,0,3,None,2
184,5,4/14/2020,7:34,0,7.8,0,1,None,2
184,6,4/14/2020,7:20,0,7.2,1,2,None,2
184,7,4/14/2020,7:07,0,7.2,1,1,None,2
184,8,4/14/2020,6:55,0,7.2,1,1,None,2
184,9,4/14/2020,6:45,0,7.8,1,1,None,2
184,10,4/14/2020,6:33,0,7.8,1,1,None,2
201,1,4/14/2020,9:13,0,9.4,3,1,None,2
201,2,4/14/2020,9:01,0,8.9,3,4,None,2
201,3,4/14/2020,8:50,0,8.3,2,3,None,2
201,4,4/14/2020,8:38,0,7.2,4,3,None,2
201,5,4/14/2020,8:25,0,7.2,0,2,None,2
201,6,4/14/2020,8:13,0,7.2,0,2,None,2
201,7,4/14/2020,8:01,0,7.2,2,2,None,2
201,8,4/14/2020,7:49,0,7.2,3,1,None,2
201,9,4/14/2020,7:38,0,6.1,2,1,None,2
201,10,4/14/2020,7:26,0,6.1,0,1,None,2
201,11,4/14/2020,7:13,0,6.1,0,1,None,2
201,12,4/14/2020,7:01,0,6.1,2,1,None,2
201,13,4/14/2020,6:48,0,6.1,0,1,None,2
201,14,4/14/2020,6:36,0,5.6,0,1,None,2
101,1,4/15/2020,8:46,15,6.1,3,2,None,2
101,2,4/15/2020,8:31,5,5.6,4,4,None,2
101,3,4/15/2020,8:16,0,5.6,3,5,None,2
101,4,4/15/2020,8:03,0,5.6,2,5,None,2
101,5,4/15/2020,7:45,0,5.6,1,3,None,2
101,6,4/15/2020,7:27,10,5.0,0,5,None,2
101,7,4/15/2020,7:11,10,4.4,3,4,None,2
101,8,4/15/2020,6:57,10,4.4,2,4,None,2
101,9,4/15/2020,6:45,0,3.9,2,2,None,2
101,10,4/15/2020,6:32,0,3.9,2,2,None,2
223,1,4/15/2020,8:45,25,4.4,4,2,None,2
223,2,4/15/2020,8:27,20,3.3,4,3,None,2
223,3,4/15/2020,8:16,20,3.3,4,2,None,2
223,4,4/15/2020,8:04,20,3.3,4,2,None,2
223,5,4/15/2020,7:50,0,3.3,4,1,None,2
223,6,4/15/2020,7:34,15,4.4,4,3,None,2
223,7,4/15/2020,7:22,25,4.4,4,1,None,2
223,8,4/15/2020,7:10,0,3.9,4,1,None,2
223,9,4/15/2020,6:59,0,3.9,4,2,None,2
223,10,4/15/2020,6:47,0,3.3,4,1,None,2
223,11,4/15/2020,6:36,0,3.3,4,1,None,2
308,1,4/15/2020,9:14,5,6.1,0,1,None,2
308,2,4/15/2020,9:02,10,5.6,0,2,None,2
308,3,4/15/2020,8:51,0,5.0,1,1,None,2
308,4,4/15/2020,8:41,5,5.0,1,1,None,2
308,5,4/15/2020,8:30,10,4.4,1,1,None,2
308,6,4/15/2020,8:19,10,3.9,1,1,None,2
308,7,4/15/2020,8:08,20,3.9,0,1,None,2
308,8,4/15/2020,6:43,0,4.4,0,2,None,2
308,9,4/15/2020,6:54,0,4.4,1,1,None,2
308,10,4/15/2020,7:06,5,4.4,1,1,None,2
308,11,4/15/2020,7:17,10,5.0,0,1,None,2
308,12,4/15/2020,7:29,15,5.0,0,1,None,2
20,1,4/16/2020,9:31,0,4.4,4,3,None,2
20,2,4/16/2020,9:20,0,4.4,3,2,None,2
20,3,4/16/2020,9:08,0,3.9,4,1,None,2
20,4,4/16/2020,8:58,0,2.8,4,1,None,2
20,5,4/16/2020,8:47,0,2.2,3,2,None,2
20,6,4/16/2020,8:35,0,1.7,1,2,None,2
20,7,4/16/2020,8:23,0,0.6,0,2,None,2
20,8,4/16/2020,7:55,0,0.0,1,2,None,2
20,9,4/16/2020,7:34,0,-0.6,1,2,None,2
20,10,4/16/2020,7:13,0,-1.1,1,3,None,2
20,11,4/16/2020,6:52,0,-1.1,1,3,None,2
20,12,4/16/2020,6:31,0,-1.1,2,2,None,2
102,1,4/16/2020,8:24,0,2.2,0,4,None,2
102,2,4/16/2020,8:14,0,1.7,2,4,None,2
102,3,4/16/2020,8:03,0,1.7,1,4,None,2
102,4,4/16/2020,7:51,0,1.1,2,4,None,2
102,5,4/16/2020,7:41,0,2.2,1,4,None,2
102,6,4/16/2020,7:30,0,2.8,2,4,None,2
102,7,4/16/2020,7:19,0,2.2,2,4,None,2
102,8,4/16/2020,7:07,0,1.7,2,2,None,2
102,9,4/16/2020,6:55,0,1.7,1,1,None,2
102,10,4/16/2020,6:43,0,1.7,2,1,None,2
102,11,4/16/2020,6:31,0,1.7,2,2,None,2
172,1,4/16/2020,9:18,0,3.3,3,1,None,2
172,2,4/16/2020,9:00,0,2.2,3,1,None,2
172,3,4/16/2020,8:45,0,1.7,2,1,None,2
172,4,4/16/2020,8:27,0,1.1,3,1,None,2
172,5,4/16/2020,8:16,0,-0.6,3,1,None,2
172,6,4/16/2020,8:05,0,-0.6,1,1,None,2
172,7,4/16/2020,7:54,0,-0.6,1,1,None,2
172,8,4/16/2020,7:43,0,-1.1,1,1,None,2
172,9,4/16/2020,7:24,0,-2.2,1,1,None,2
172,10,4/16/2020,7:11,0,-3.3,2,1,None,2
172,11,4/16/2020,7:00,0,-3.3,1,1,None,2
172,12,4/16/2020,6:48,0,-3.3,2,1,None,2
172,13,4/16/2020,6:36,0,-3.3,0,1,None,2
21,1,4/17/2020,9:21,15,7.2,2,1,None,2
21,2,4/17/2020,8:59,5,5.6,1,1,None,2
21,3,4/17/2020,8:36,15,5.0,3,1,None,2
21,4,4/17/2020,8:21,10,3.9,2,1,None,2
21,5,4/17/2020,8:07,5,3.3,2,2,None,2
21,6,4/17/2020,7:53,5,3.3,1,1,None,2
21,7,4/17/2020,7:39,0,3.3,1,2,None,2
21,8,4/17/2020,7:26,0,2.8,0,2,None,2
21,9,4/17/2020,7:13,0,2.8,1,2,None,2
21,10,4/17/2020,6:52,0,2.8,0,2,None,2
21,11,4/17/2020,6:29,0,2.2,0,2,None,2
73,1,4/17/2020,9:07,0,1.7,1,4,None,2
73,2,4/17/2020,8:53,0,2.2,1,3,None,2
73,3,4/17/2020,8:41,0,3.3,0,1,None,2
73,4,4/17/2020,8:26,5,2.2,1,2,None,2
73,5,4/17/2020,8:13,0,1.7,0,1,None,2
73,6,4/17/2020,7:58,5,0.0,0,1,None,2
73,7,4/17/2020,7:44,0,-1.1,0,2,None,2
73,8,4/17/2020,7:23,0,-1.1,0,1,None,2
73,9,4/17/2020,7:07,0,-1.1,0,2,None,2
73,10,4/17/2020,6:47,0,-1.1,0,1,None,2
199,1,4/17/2020,8:35,0,1.1,0,2,None,2
199,2,4/17/2020,8:21,0,1.1,1,3,None,2
199,3,4/17/2020,8:09,0,1.1,1,3,None,2
199,4,4/17/2020,7:57,0,1.1,1,2,None,2
199,5,4/17/2020,7:43,0,1.1,0,1,None,2
199,6,4/17/2020,7:27,0,1.1,0,1,None,2
199,7,4/17/2020,7:14,0,1.1,2,1,None,2
199,8,4/17/2020,7:02,0,1.1,2,2,None,2
199,9,4/17/2020,6:49,0,1.1,0,1,None,2
199,10,4/17/2020,6:36,0,1.1,2,1,None,2
16,1,4/18/2020,8:47,65,10.0,2,2,None,2
16,2,4/18/2020,8:32,100,10.0,3,1,None,2
16,3,4/18/2020,8:07,100,10.6,2,2,Lt. Rain,2
16,4,4/18/2020,7:54,100,11.1,4,2,None,2
16,5,4/18/2020,7:37,95,12.2,4,1,None,2
16,6,4/18/2020,7:21,100,12.2,4,1,Lt. Rain,2
16,7,4/18/2020,7:09,100,12.8,4,1,Lt. Rain,2
16,8,4/18/2020,6:56,100,12.8,4,1,Lt. Rain,2
16,9,4/18/2020,6:42,100,11.7,4,1,Lt. Rain,2
145,1,4/18/2020,9:37,90,8.9,1,1,None,2
145,2,4/18/2020,9:24,90,8.9,2,1,None,2
145,3,4/18/2020,9:10,95,8.9,0,1,None,2
145,4,4/18/2020,8:52,100,9.4,0,1,None,2
145,5,4/18/2020,8:41,100,9.4,1,1,None,2
145,6,4/18/2020,8:31,100,10.0,4,1,None,2
145,7,4/18/2020,8:20,100,11.1,3,1,None,2
145,8,4/18/2020,8:09,95,11.1,1,1,None,2
145,9,4/18/2020,7:57,90,11.1,1,3,None,2
145,10,4/18/2020,7:46,100,10.6,2,2,None,2
145,11,4/18/2020,7:32,100,10.0,2,2,None,2
145,12,4/18/2020,7:19,100,10.0,3,1,Lt. Rain,2
145,13,4/18/2020,6:57,100,10.0,2,1,Lt. Rain,2
145,14,4/18/2020,6:39,100,10.0,3,1,Lt. Rain,2
231,1,4/18/2020,6:30,95,11.7,2,1,Lt. Rain,3
231,2,4/18/2020,6:58,100,11.7,2,3,Lt. Rain,3
231,3,4/18/2020,7:10,100,11.7,2,1,Lt. Rain,3
231,4,4/18/2020,7:22,100,11.7,1,1,Lt. Rain,3
231,5,4/18/2020,7:33,100,12.2,4,3,Lt. Rain,3
231,6,4/18/2020,7:44,100,12.8,4,3,Lt. Rain,3
231,7,4/18/2020,7:56,90,13.9,3,4,None,3
231,8,4/18/2020,8:07,90,14.4,0,3,None,3
231,9,4/18/2020,8:18,60,14.4,3,3,None,3
231,10,4/18/2020,8:29,15,13.3,4,5,None,3
3,1,4/21/2020,8:58,50,13.9,1,3,None,2
3,2,4/21/2020,8:45,80,12.8,1,3,None,2
3,3,4/21/2020,8:32,80,12.8,1,2,None,2
3,4,4/21/2020,8:10,80,12.8,1,1,None,2
3,5,4/21/2020,7:56,80,12.8,1,2,None,2
3,6,4/21/2020,7:41,100,12.8,1,5,None,2
3,7,4/21/2020,7:27,100,12.8,1,3,None,2
3,8,4/21/2020,7:13,100,12.2,1,3,None,2
3,9,4/21/2020,6:59,100,12.2,1,3,None,2
3,10,4/21/2020,6:46,100,12.2,1,1,None,2
3,11,4/21/2020,6:30,100,11.1,1,2,None,2
4,1,4/21/2020,8:04,15,9.4,0,1,None,2
4,2,4/21/2020,7:54,25,9.4,0,3,None,2
4,3,4/21/2020,7:42,15,9.4,0,3,None,2
4,4,4/21/2020,7:31,10,9.4,0,2,None,2
4,5,4/21/2020,7:22,10,9.4,0,4,None,2
4,6,4/21/2020,7:13,30,9.4,0,3,None,2
4,7,4/21/2020,7:02,90,9.4,0,1,None,2
4,8,4/21/2020,6:52,NA,9.4,0,1,Lt. Rain,2
4,9,4/21/2020,6:41,NA,7.2,0,1,None,2
4,10,4/21/2020,6:30,NA,6.1,0,1,None,2
35,1,4/21/2020,6:28,95,7.8,0,4,Lt. Rain,3
35,2,4/21/2020,6:39,95,8.9,4,3,Lt. Rain,3
35,3,4/21/2020,6:51,95,8.9,2,3,Lt. Rain,3
35,4,4/21/2020,7:02,65,9.4,2,1,None,3
35,5,4/21/2020,7:14,95,10.0,2,4,None,3
35,6,4/21/2020,7:30,50,8.9,1,3,None,3
35,7,4/21/2020,7:44,60,8.9,1,3,None,3
35,8,4/21/2020,8:04,20,10.0,1,2,None,3
35,9,4/21/2020,8:18,20,10.0,0,1,None,3
35,10,4/21/2020,8:30,35,10.6,1,3,None,3
57,1,4/21/2020,10:01,50,10.0,4,1,None,2
57,2,4/21/2020,9:45,50,11.1,1,1,None,2
57,3,4/21/2020,9:15,50,10.0,2,1,None,2
57,4,4/21/2020,9:00,50,10.0,4,1,None,2
57,5,4/21/2020,8:45,50,9.4,4,1,None,2
57,6,4/21/2020,8:35,50,10.0,4,1,None,2
57,7,4/21/2020,8:20,50,10.0,4,1,None,2
57,8,4/21/2020,8:09,50,9.4,3,1,None,2
57,9,4/21/2020,7:52,50,9.4,1,1,None,2
57,10,4/21/2020,7:30,50,10.0,2,1,None,2
57,11,4/21/2020,7:16,50,10.0,2,1,None,1
57,12,4/21/2020,6:59,50,9.4,2,1,None,1
92,1,4/21/2020,6:29,85,6.1,2,1,Lt. Rain,3
92,2,4/21/2020,6:43,90,6.1,0,1,Lt. Rain,3
92,3,4/21/2020,6:57,95,6.7,2,1,Lt. Rain,3
92,4,4/21/2020,7:09,95,6.7,0,2,None,3
92,5,4/21/2020,7:25,75,7.2,1,1,None,3
92,6,4/21/2020,7:38,80,6.7,0,1,None,3
92,7,4/21/2020,7:51,30,7.8,2,1,None,3
92,8,4/21/2020,8:03,50,8.3,1,1,None,3
92,9,4/21/2020,8:16,15,8.9,2,1,None,3
92,10,4/21/2020,8:29,0,8.9,0,1,None,3
92,11,4/21/2020,8:47,0,10.0,3,1,None,3
92,12,4/21/2020,8:59,5,10.0,1,1,None,3
122,1,4/21/2020,6:31,85,6.1,4,1,None,3
122,2,4/21/2020,6:46,100,6.1,3,1,Lt. Rain,3
122,3,4/21/2020,6:59,90,6.1,4,1,Lt. Rain,3
122,4,4/21/2020,7:13,90,6.1,4,1,Lt. Rain,3
122,5,4/21/2020,7:26,85,6.1,4,1,None,3
122,6,4/21/2020,7:39,80,6.7,4,1,None,3
122,7,4/21/2020,7:54,75,7.2,2,1,None,3
122,8,4/21/2020,8:10,40,7.8,1,2,None,3
122,9,4/21/2020,8:24,10,7.8,4,2,None,3
122,10,4/21/2020,8:38,0,8.3,1,2,None,3
122,11,4/21/2020,8:53,0,8.9,2,3,None,3
194,1,4/21/2020,8:39,10,8.3,1,2,None,2
194,2,4/21/2020,8:27,10,7.8,1,2,None,2
194,3,4/21/2020,8:14,20,7.8,1,2,None,2
194,4,4/21/2020,8:02,20,7.8,1,1,None,2
194,5,4/21/2020,7:48,30,7.8,1,2,None,2
194,6,4/21/2020,7:35,30,7.2,1,1,None,2
194,7,4/21/2020,7:21,40,7.2,0,2,None,2
194,8,4/21/2020,7:08,40,7.2,0,2,None,2
194,9,4/21/2020,6:49,40,7.2,0,1,None,2
194,10,4/21/2020,6:32,40,7.2,0,1,None,2
23,1,4/22/2020,6:22,0,8.3,2,2,None,3
23,2,4/22/2020,6:34,0,7.2,1,3,None,3
23,3,4/22/2020,6:47,0,7.2,1,3,None,3
23,4,4/22/2020,7:01,0,7.8,1,1,None,3
23,5,4/22/2020,7:14,0,7.8,2,1,None,3
23,6,4/22/2020,9:17,0,10.0,2,2,None,3
23,7,4/22/2020,7:29,0,7.8,2,1,None,3
23,8,4/22/2020,7:45,0,8.9,1,1,None,3
23,9,4/22/2020,8:08,0,8.9,3,3,None,3
23,10,4/22/2020,8:42,0,9.4,4,1,None,2
30,1,4/22/2020,10:20,0,12.8,2,1,None,2
30,2,4/22/2020,10:01,0,11.1,2,1,None,2
30,3,4/22/2020,9:42,0,11.1,2,1,None,2
30,4,4/22/2020,9:30,0,10.6,2,1,None,2
30,5,4/22/2020,9:14,0,10.0,1,1,None,2
30,6,4/22/2020,8:59,0,9.4,1,1,None,2
30,7,4/22/2020,8:45,0,9.4,1,1,None,2
30,8,4/22/2020,8:33,0,8.9,1,1,None,2
30,9,4/22/2020,8:20,0,8.9,1,1,None,2
30,10,4/22/2020,8:05,0,8.3,1,1,None,2
30,11,4/22/2020,7:47,0,8.3,1,1,None,2
30,12,4/22/2020,7:30,0,7.2,2,1,None,2
30,13,4/22/2020,7:00,0,7.2,2,2,None,2
96,1,4/22/2020,6:25,0,3.3,1,4,None,3
96,2,4/22/2020,6:36,0,3.3,2,2,None,3
96,3,4/22/2020,6:49,0,3.3,1,1,None,3
96,4,4/22/2020,7:01,10,3.9,0,3,None,3
96,5,4/22/2020,7:15,0,3.9,2,2,None,3
96,6,4/22/2020,7:27,0,4.4,1,2,None,3
96,7,4/22/2020,7:39,0,5.0,2,1,None,3
96,8,4/22/2020,7:50,0,3.9,0,2,None,3
96,9,4/22/2020,8:02,0,3.9,0,4,None,3
96,10,4/22/2020,8:13,0,4.4,1,4,None,3
96,11,4/22/2020,8:25,5,5.0,0,4,None,3
112,1,4/22/2020,7:30,0,10.6,1,1,None,2
112,2,4/22/2020,9:12,0,8.9,1,3,None,2
112,3,4/22/2020,8:54,0,7.8,1,3,None,2
112,4,4/22/2020,8:35,0,7.8,1,4,None,2
112,5,4/22/2020,8:17,0,7.2,1,2,None,2
112,6,4/22/2020,7:58,0,7.2,1,1,None,2
112,7,4/22/2020,7:38,0,6.1,1,1,None,2
112,8,4/22/2020,7:20,0,6.1,1,2,None,2
112,9,4/22/2020,7:03,0,6.1,1,1,None,2
112,10,4/22/2020,6:45,0,6.1,1,1,None,2
116,1,4/22/2020,12:00,0,18.3,1,1,None,2
116,2,4/22/2020,11:38,0,18.3,1,1,None,2
116,3,4/22/2020,11:19,0,16.1,1,1,None,2
116,4,4/22/2020,11:00,0,16.7,1,1,None,2
116,5,4/22/2020,10:45,0,15.6,1,1,None,2
116,6,4/22/2020,10:25,0,15.0,1,1,None,2
116,7,4/22/2020,10:00,0,15.0,1,1,None,2
116,8,4/22/2020,9:20,0,12.8,1,1,None,2
116,9,4/22/2020,9:00,0,11.1,1,1,None,2
116,10,4/22/2020,8:40,0,8.3,1,1,None,2
116,11,4/22/2020,8:15,0,6.7,1,1,None,2
116,12,4/22/2020,7:58,0,5.0,1,1,None,2
116,13,4/22/2020,7:30,0,5.0,1,1,None,2
123,1,4/22/2020,6:25,0,6.1,1,2,None,3
123,2,4/22/2020,6:39,0,6.1,2,2,None,3
123,3,4/22/2020,6:52,0,6.1,0,1,None,3
123,4,4/22/2020,7:06,5,6.1,1,1,None,3
123,5,4/22/2020,7:18,0,6.1,1,2,None,3
123,6,4/22/2020,7:29,0,6.1,2,3,None,3
123,7,4/22/2020,7:40,0,5.0,1,2,None,3
123,8,4/22/2020,7:52,10,5.6,1,2,None,3
123,9,4/22/2020,8:06,5,6.1,1,2,None,3
123,10,4/22/2020,8:20,0,6.7,0,2,None,3
123,11,4/22/2020,8:35,5,7.2,0,2,None,3
123,12,4/22/2020,8:56,0,7.8,2,2,None,3
123,13,4/22/2020,9:16,0,8.3,3,3,None,3
165,1,4/22/2020,9:15,0,12.8,0,2,None,2
165,2,4/22/2020,9:00,0,12.8,0,1,None,2
165,3,4/22/2020,8:45,0,11.7,0,1,None,2
165,4,4/22/2020,8:30,0,10.6,0,2,None,2
165,5,4/22/2020,8:15,0,10.0,0,1,None,2
165,6,4/22/2020,8:00,0,10.6,0,2,None,2
165,7,4/22/2020,7:45,0,9.4,0,2,None,2
165,8,4/22/2020,7:30,0,8.9,0,1,None,2
165,9,4/22/2020,7:15,0,8.9,0,1,None,2
165,10,4/22/2020,7:00,0,8.3,0,1,None,2
165,11,4/22/2020,6:45,0,7.2,0,1,None,2
165,12,4/22/2020,6:30,0,7.2,0,1,None,2
65,1,4/24/2020,6:23,65,12.8,1,1,None,3
65,2,4/24/2020,6:35,75,12.8,1,2,None,3
65,3,4/24/2020,6:47,90,13.3,1,4,None,3
65,4,4/24/2020,6:58,80,12.8,2,3,None,3
65,5,4/24/2020,7:11,75,12.8,1,2,Lt. Rain,3
65,6,4/24/2020,7:22,95,12.2,1,2,Lt. Rain,3
65,7,4/24/2020,7:36,95,12.2,1,2,None,3
98,1,4/24/2020,6:28,100,12.2,0,3,None,3
98,2,4/24/2020,6:38,100,12.8,2,3,None,3
98,3,4/24/2020,6:49,100,13.3,0,3,None,3
98,4,4/24/2020,7:00,100,13.9,0,2,None,3
98,5,4/24/2020,7:12,95,14.4,2,4,None,3
98,6,4/24/2020,7:27,100,11.7,0,4,None,3
98,7,4/24/2020,7:41,90,11.7,0,3,None,3
98,8,4/24/2020,7:54,100,11.7,0,1,None,3
204,1,4/24/2020,6:23,100,13.9,1,2,None,3
204,2,4/24/2020,6:36,100,13.9,1,2,Lt. Rain,3
204,3,4/24/2020,6:50,100,13.9,0,2,Lt. Rain,3
204,4,4/24/2020,7:05,95,13.9,1,2,Lt. Rain,3
204,5,4/24/2020,7:18,90,13.9,0,4,None,3
204,6,4/24/2020,7:30,85,13.9,2,2,None,3
204,7,4/24/2020,7:44,70,13.9,3,2,None,3
204,8,4/24/2020,7:58,75,13.9,2,4,None,3
204,9,4/24/2020,8:10,75,13.9,2,3,None,3
204,10,4/24/2020,8:22,90,13.9,4,3,None,3
204,11,4/24/2020,8:39,90,13.9,3,5,None,3
204,12,4/24/2020,8:59,85,15.0,3,2,Lt. Rain,3
11,1,4/26/2020,6:24,85,11.1,4,1,None,3
11,2,4/26/2020,6:37,100,10.6,2,2,None,3
11,3,4/26/2020,6:52,95,10.6,2,2,None,3
11,4,4/26/2020,7:08,85,10.6,1,2,None,3
11,5,4/26/2020,7:21,80,10.0,0,2,None,3
11,6,4/26/2020,7:35,85,10.0,1,2,None,3
11,7,4/26/2020,7:49,80,9.4,1,1,None,3
11,8,4/26/2020,8:03,75,10.0,3,1,None,3
11,9,4/26/2020,8:17,75,10.0,4,2,None,3
11,10,4/26/2020,8:31,95,10.0,4,1,None,3
11,11,4/26/2020,8:45,100,10.0,4,2,Lt. Rain,3
66,1,4/26/2020,6:21,35,10.0,1,1,None,3
66,2,4/26/2020,6:33,50,10.0,4,1,None,3
66,3,4/26/2020,6:45,60,10.6,4,1,None,3
66,4,4/26/2020,6:57,90,10.0,3,1,None,3
66,5,4/26/2020,7:08,80,10.6,1,2,None,3
66,6,4/26/2020,7:29,85,10.6,1,3,None,3
66,7,4/26/2020,7:43,80,10.6,1,1,None,3
66,8,4/26/2020,7:55,85,10.0,1,1,None,3
66,9,4/26/2020,8:11,90,10.0,3,1,None,3
66,10,4/26/2020,8:22,85,10.6,2,2,None,3
34,1,4/27/2020,6:21,0,5.0,1,3,None,3
34,2,4/27/2020,6:37,0,5.0,0,2,None,3
34,3,4/27/2020,6:51,0,5.0,1,2,None,3
34,4,4/27/2020,7:03,0,5.0,1,2,None,3
34,5,4/27/2020,7:17,0,4.4,0,2,None,3
34,6,4/27/2020,7:31,0,4.4,0,2,None,3
34,7,4/27/2020,7:50,0,5.0,0,2,None,3
34,8,4/27/2020,8:05,0,5.6,0,2,None,3
34,9,4/27/2020,8:18,0,5.6,1,2,None,3
34,10,4/27/2020,8:33,0,7.2,0,3,None,3
34,11,4/27/2020,8:47,0,7.2,1,2,None,3
67,1,4/27/2020,6:19,0,3.3,1,2,None,3
67,2,4/27/2020,6:30,0,3.9,1,4,None,3
67,3,4/27/2020,6:42,0,3.9,0,3,None,3
67,4,4/27/2020,6:54,0,3.9,1,3,None,3
67,5,4/27/2020,7:06,15,3.3,1,4,None,3
67,6,4/27/2020,7:18,5,3.9,1,4,None,3
67,7,4/27/2020,7:30,0,3.9,1,4,None,3
67,8,4/27/2020,7:41,0,3.3,2,4,None,3
67,9,4/27/2020,7:54,0,3.9,1,2,None,3
7,1,4/28/2020,6:20,90,6.7,1,1,None,3
7,2,4/28/2020,6:34,95,7.2,1,2,None,3
7,3,4/28/2020,6:46,90,6.7,1,2,None,3
7,4,4/28/2020,7:01,85,6.7,1,2,None,3
7,5,4/28/2020,7:17,95,7.2,1,2,None,3
7,6,4/28/2020,7:30,100,7.8,1,2,None,3
7,7,4/28/2020,7:45,95,7.8,2,2,None,3
7,8,4/28/2020,7:57,90,7.8,2,2,Lt. Rain,3
7,9,4/28/2020,8:11,90,7.8,1,3,Lt. Rain,3
7,10,4/28/2020,8:28,85,8.3,1,2,Lt. Rain,3
7,11,4/28/2020,8:42,85,8.9,1,2,None,3
7,12,4/28/2020,8:57,90,10.0,1,1,None,3
7,13,4/28/2020,9:11,95,11.1,2,2,None,3
7,15,4/28/2020,9:32,95,11.7,2,2,None,3
24,1,4/28/2020,6:15,0,4.4,1,1,None,3
24,2,4/28/2020,6:37,0,4.4,2,1,None,3
24,3,4/28/2020,6:42,0,4.4,2,1,None,3
24,4,4/28/2020,6:53,0,4.4,3,1,None,3
24,5,4/28/2020,7:04,0,4.4,1,2,None,3
24,6,4/28/2020,7:17,0,4.4,1,1,None,3
24,7,4/28/2020,7:29,0,5.0,2,1,None,3
24,8,4/28/2020,7:41,10,5.0,0,1,None,3
24,9,4/28/2020,7:52,5,5.0,3,1,None,3
24,10,4/28/2020,8:04,45,5.6,2,1,None,3
24,11,4/28/2020,8:16,30,6.1,0,3,None,3
24,12,4/28/2020,8:28,30,6.1,0,1,None,3
15,1,4/29/2020,6:17,100,15.0,4,1,None,3
